Date,Name,Year,Letterboxd URI,Rating
2024-07-04,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA,4.5
2024-07-05,The Inbetweeners 2,2014,https://boxd.it/77a6,3.5
2024-07-05,Inglourious Basterds,2009,https://boxd.it/1JzG,5
2024-07-07,The Truman Show,1998,https://boxd.it/18U8,4.5
2024-07-08,Star Wars,1977,https://boxd.it/72s,4.5
2024-07-11,The Empire Strikes Back,1980,https://boxd.it/27Vw,5
2024-07-11,Snatch,2000,https://boxd.it/2b7U,4
2024-07-12,Zootopia,2016,https://boxd.it/84xS,3.5
2024-07-13,Return of the Jedi,1983,https://boxd.it/27Vm,4.5
2024-07-15,All Quiet on the Western Front,2022,https://boxd.it/H08,4.5
2024-07-15,The Hobbit: An Unexpected Journey,2012,https://boxd.it/GZk,4
2024-07-16,Sonic the Hedgehog,2020,https://boxd.it/gdK8,2
2024-07-19,The Fifth Element,1997,https://boxd.it/71k,4
2024-07-20,Do the Right Thing,1989,https://boxd.it/29gA,5
2024-08-22,The Silence of the Lambs,1991,https://boxd.it/2aHW,4
2024-08-27,Paul,2011,https://boxd.it/13uE,3
2024-08-27,The Shawshank Redemption,1994,https://boxd.it/2aHi,5
2024-08-28,The Holdovers,2023,https://boxd.it/vHza,4
2024-08-29,The Devil Wears Prada,2006,https://boxd.it/2awE,3.5
2024-09-02,Donnie Darko,2001,https://boxd.it/2b2A,5
2024-09-03,Lucy,2014,https://boxd.it/75hu,3
2024-09-03,The Martian,2015,https://boxd.it/8SeG,3
2024-09-03,Cars,2006,https://boxd.it/29ho,3.5
2024-09-04,"Monsters, Inc.",2001,https://boxd.it/2a46,4
2024-09-11,Coyote Ugly,2000,https://boxd.it/21PW,3.5
2024-09-12,A Beautiful Mind,2001,https://boxd.it/2amk,3.5
2024-09-16,The Doors,1991,https://boxd.it/1W18,4
2024-09-16,Bohemian Rhapsody,2018,https://boxd.it/f1TK,1.5
2024-09-18,Tropic Thunder,2008,https://boxd.it/20WM,4
2024-09-24,The Lego Batman Movie,2017,https://boxd.it/azp0,3.5
2024-09-25,Nocturnal Animals,2016,https://boxd.it/bkFu,4
2024-09-26,The Sixth Sense,1999,https://boxd.it/29Js,4
2024-09-26,Happy Gilmore,1996,https://boxd.it/1Yey,2.5
2024-09-28,The Departed,2006,https://boxd.it/28MA,4.5
2024-09-29,Grave of the Fireflies,1988,https://boxd.it/1RUM,5
2024-10-01,Jaws,1975,https://boxd.it/2a5e,4
2024-10-02,The Substance,2024,https://boxd.it/zanS,4.5
2024-10-04,Jesus Christ Vampire Hunter,2001,https://boxd.it/1KAA,3.5
2024-10-07,The Platform,2019,https://boxd.it/mUm6,3.5
2024-10-10,Seven Samurai,1954,https://boxd.it/2axi,5
2024-10-10,Men,2022,https://boxd.it/tlc0,2.5
2024-10-11,Predator,1987,https://boxd.it/2b84,4
2024-10-12,Beetlejuice,1988,https://boxd.it/24QI,3
2024-10-13,Hellraiser,1987,https://boxd.it/1Zpi,2
2024-10-13,Stand by Me,1986,https://boxd.it/2aOe,4
2024-10-14,The House That Jack Built,2018,https://boxd.it/dWO4,5
2024-10-14,Hairspray,2007,https://boxd.it/261M,3
2024-10-14,The Hills Have Eyes,1977,https://boxd.it/1Sa6,3
2024-10-15,Megalopolis,2024,https://boxd.it/lPBS,3.5
2024-10-16,Alien,1979,https://boxd.it/2awY,4.5
2024-10-20,Vivarium,2019,https://boxd.it/gmVE,2
2024-10-24,Goosebumps,2015,https://boxd.it/7Bp6,1.5
2024-10-31,Hubie Halloween,2020,https://boxd.it/mQwm,1.5
2024-11-01,Halloween,1978,https://boxd.it/2wRu,3.5
2024-11-01,Inside Out 2,2024,https://boxd.it/CFrC,3
2024-11-01,Challengers,2024,https://boxd.it/zld0,3
2024-11-01,A Time to Kill,1996,https://boxd.it/28pc,4
2024-11-02,"Paris, Texas",1984,https://boxd.it/29Ts,5
2024-11-06,Prisoners of the Land,1939,https://boxd.it/b4Gm,3.5
2024-11-06,Anyone But You,2023,https://boxd.it/EzA8,3
2024-11-06,The Usual Suspects,1995,https://boxd.it/29XE,3.5
2024-11-06,12 Angry Men,1957,https://boxd.it/2auI,4
2024-11-06,Before Midnight,2013,https://boxd.it/4ive,4
2024-11-07,Bullet Train,2022,https://boxd.it/qW26,3.5
2024-11-08,The Marvels,2023,https://boxd.it/mwU4,2
2024-11-09,Hit Man,2023,https://boxd.it/ANB2,3.5
2024-11-09,Woman of the Hour,2023,https://boxd.it/vuz2,3
2024-11-09,Luca,2021,https://boxd.it/ipjC,3
2024-11-09,Paddington,2014,https://boxd.it/3RKw,3.5
2024-11-09,Paddington 2,2017,https://boxd.it/bCF8,4
2024-11-10,Bronson,2008,https://boxd.it/1GM8,3.5
2024-11-10,The Big Short,2015,https://boxd.it/ajZw,3.5
2024-11-11,Baby Reindeer,2024,https://boxd.it/MwSa,4
2024-11-11,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS,4
2024-11-11,The Tree of Life,2011,https://boxd.it/1Zu8,4.5
2024-11-12,High and Low,1963,https://boxd.it/1RSc,5
2024-11-14,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/hN1A,3.5
2024-11-18,War and Peace,1967,https://boxd.it/1nRy,5
2024-11-27,Deadpool & Wolverine,2024,https://boxd.it/jq8s,3
2024-11-27,Tenet,2020,https://boxd.it/leq4,3
2024-11-28,Where the Crawdads Sing,2022,https://boxd.it/psLS,3.5
2024-11-29,Licorice Pizza,2021,https://boxd.it/qTKY,3.5
2024-11-29,Forrest Gump,1994,https://boxd.it/728,3.5
2024-11-30,BlacKkKlansman,2018,https://boxd.it/hxL8,4.5
2024-11-30,Game Night,2018,https://boxd.it/fRtu,3
2024-12-01,Hot Frosty,2024,https://boxd.it/NeBM,1
2024-12-01,Deck the Halls,2006,https://boxd.it/1Xpg,1.5
2024-12-01,Nutcrackers,2024,https://boxd.it/JEkO,2.5
2024-12-01,Holiday in the Wild,2019,https://boxd.it/jkLS,2.5
2024-12-02,Our Little Secret,2024,https://boxd.it/KVeA,3
2024-12-02,Christmas at the Amish Bakery,2023,https://boxd.it/GOrE,1
2024-12-03,The Holiday,2006,https://boxd.it/28ye,3.5
2024-12-03,Single All the Way,2021,https://boxd.it/uxks,2.5
2024-12-04,12 Gifts of Christmas,2015,https://boxd.it/crjW,1
2024-12-08,Klaus,2019,https://boxd.it/ipoi,4
2024-12-08,Noelle,2019,https://boxd.it/gdzE,2
2024-12-10,Spirited Away,2001,https://boxd.it/2b4m,4.5
2024-12-10,Little Italy,2018,https://boxd.it/j1w0,2
2024-12-10,Uncut Gems,2019,https://boxd.it/gXGc,3.5
2024-12-13,Prisoners,2013,https://boxd.it/4E5i,4.5
2024-12-13,But I'm a Cheerleader,1999,https://boxd.it/1CW4,4
2024-12-13,The Iron Claw,2023,https://boxd.it/w5Pm,4.5
2024-12-15,The Fall Guy,2024,https://boxd.it/s0Bm,3.5
2024-12-18,Red One,2024,https://boxd.it/vTBM,2.5
2024-12-21,Carry-On,2024,https://boxd.it/C0B2,3.5
2024-12-23,The Muppet Christmas Carol,1992,https://boxd.it/1WgC,4
2024-12-27,La Haine,1995,https://boxd.it/2as8,5
2024-12-28,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,4.5
2025-01-01,Stalker,1979,https://boxd.it/28PO,4.5
2025-01-01,Killers of the Flower Moon,2023,https://boxd.it/gHp0,4.5
2025-01-01,Boyhood,2014,https://boxd.it/3178,4
2025-01-01,The Hourglass Sanatorium,1973,https://boxd.it/OUW,5
2025-01-02,Immaculate,2024,https://boxd.it/Douw,3
2025-01-02,Clue,1985,https://boxd.it/1MDQ,3.5
2025-01-03,Ricky Stanicky,2024,https://boxd.it/CFjo,3
2025-01-05,Frances Ha,2012,https://boxd.it/41Xg,3.5
2025-01-06,Wallace & Gromit: Vengeance Most Fowl,2024,https://boxd.it/z14C,3.5
2025-01-06,Nosferatu,2024,https://boxd.it/f5eG,5
2025-01-06,Dune: Part Two,2024,https://boxd.it/pUfA,4.5
2025-01-06,Dune,2021,https://boxd.it/fA7G,4
